ID,ArgosID,Message_Type,TransmissionDateTime,EffectiveDate,LC,Residual,IQ,Lat1,Lon1,Lat2,Lon2,NbMes,NbMes120dB,BestLevel,PassDuration,NOPC,CalculFreq,Altitude,,Comment,EditDate,EditUser,RecordCreationDate
378502,079786,GPS,03-25-2009 18:09:00,03-25-2009 18:09:00,,3.7,,32.613719,-117.098596,,,,,,,,,-51,,,,,05-11-2010
378369,079786,DS,03-25-2009 18:26:29,03-25-2009 18:26:29,2,,,32.610000,-117.106000,,,,,,,,401677379,0.000,,,,dlp,05-11-2010
377481,079786,DIAG,03-25-2009 18:26:29,03-25-2009 18:26:29,2,,66,32.610000,-117.106000,36.749000,-137.600000,004,000,-126 dB,300s,3,401 677378.5 Hz,   0 m,,,,dlp,05-11-2010
378503,079786,GPS,03-25-2009 18:51:00,03-25-2009 18:51:00,,2.9,,32.614172,-117.098285,,,,,,,,,-57,,,,,05-11-2010
377482,079786,DIAG,03-25-2009 19:09:29,03-25-2009 19:09:29,1,,58,32.612000,-117.121000,41.172000,-158.995000,009,001,-118 dB,600s,4,401 677373.4 Hz,   0 m,,,,dlp,05-11-2010
378370,079786,DS,03-25-2009 19:09:29,03-25-2009 19:09:29,1,,,32.612000,-117.121000,,,,,,,,401677373,0.000,,,,dlp,05-11-2010
377483,079786,DIAG,03-25-2009 19:41:59,03-25-2009 19:41:59,1,,58,32.627000,-117.086000,41.205000,-76.250000,005,000,-134 dB,600s,4,401 677384.8 Hz,   0 m,,,,dlp,05-11-2010
378371,079786,DS,03-25-2009 19:41:59,03-25-2009 19:41:59,1,,,32.627000,-117.086000,,,,,,,,401677385,0.000,,,,dlp,05-11-2010
380469,079786,GPS,03-29-2009 8:15:00,03-29-2009 8:15:00,,0.7,,32.613410,-117.099442,,,,,,,,,-58,,,,,05-12-2010
380281,079786,DS,,04-01-2009 6:02:28,,,,,,,,,,,,,,,,,,dlp,05-11-2010
379360,079786,DIAG,04-01-2009 6:06:13,04-01-2009 6:06:13,B,,00,32.760000,-116.934000,26.033000,-149.984000,002,000,-122 dB,451s,1,401 677378.5 Hz,   0 m,,,,dlp,05-11-2010
380282,079786,DS,,04-04-2009 0:51:08,,,,,,,,,,,,,,,,,,dlp,05-11-2010
379361,079786,DIAG,04-04-2009 0:51:08,04-04-2009 0:51:08,Z,,00,,,,,001,   ,     dB,???s,?,401 650000.0 Hz,   0 m,,,,dlp,05-11-2010
380283,079786,DS,,04-04-2009 3:48:46,,,,,,,,,,,,,,,,,,dlp,05-11-2010
379362,079786,DIAG,04-04-2009 3:54:21,04-04-2009 3:54:21,B,,00,32.965000,-117.272000,38.674000,-86.559000,002,000,-134 dB,671s,1,401 677378.5 Hz,   0 m,,,,dlp,05-11-2010
380284,079786,DS,,04-04-2009 5:30:06,,,,,,,,,,,,,,,,,,dlp,05-11-2010
379363,079786,DIAG,04-04-2009 5:30:06,04-04-2009 5:30:06,Z,,00,,,,,001,000,-133 dB,???s,?,401 677378.5 Hz,   0 m,,,,dlp,05-11-2010
380285,079786,DS,,04-04-2009 11:37:50,,,,,,,,,,,,,,,,,,dlp,05-11-2010
379365,079786,DIAG,04-04-2009 11:37:50,04-04-2009 11:37:50,Z,,00,,,,,001,000,-134 dB,???s,?,401 677378.5 Hz,   0 m,,,,dlp,05-11-2010
379364,079786,DIAG,04-04-2009 11:37:50,04-04-2009 11:37:50,Z,,00,,,,,001,000,-128 dB,???s,?,401 677378.5 Hz,   0 m,,,,dlp,05-11-2010
380286,079786,DS,,04-04-2009 11:37:50,,,,,,,,,,,,,,,,,,dlp,05-11-2010
380287,079786,DS,,04-05-2009 2:59:47,,,,,,,,,,,,,,,,,,dlp,05-11-2010
379367,079786,DIAG,04-05-2009 3:01:32,04-05-2009 3:01:32,Z,,00,,,,,001,000,-136 dB,???s,?,401 677421.1 Hz,   0 m,,,,dlp,05-11-2010
380288,079786,DS,,04-05-2009 3:01:32,,,,,,,,,,,,,,,,,,dlp,05-11-2010
379366,079786,DIAG,04-05-2009 3:02:18,04-05-2009 3:02:18,A,,00,32.615000,-117.101000,43.787000,-61.359000,003,000,-132 dB,303s,1,401 677421.1 Hz,   0 m,,,,dlp,05-11-2010
