ID,ArgosID,Message_Type,TransmissionDateTime,EffectiveDate,LC,Residual,IQ,Lat1,Lon1,Lat2,Lon2,NbMes,NbMes120dB,BestLevel,PassDuration,NOPC,CalculFreq,Altitude,,Comment,EditDate,EditUser,RecordCreationDate
394639,078500,GPS,11-05-2009 21:20:00,11-05-2009 21:20:00,,5.9,,32.613689,-117.098732,,,,,,,,,-29,,,05-14-2010,dlp,05-12-2010
393280,078500,DIAG,11-05-2009 22:04:11,11-05-2009 22:04:11,1,,50,32.640000,-117.132000,27.477000,-140.587000,005,000,-129 dB,540s,2,401 677191.1 Hz,   0 m,,,,dlp,05-12-2010
394303,078500,DS,11-05-2009 22:04:11,11-05-2009 22:04:11,1,,,32.640000,-117.132000,,,,,,,,401677191,0.000,,,,dlp,05-12-2010
393281,078500,DIAG,11-05-2009 22:14:41,11-05-2009 22:14:41,1,,56,32.610000,-117.089000,26.181000,-147.814000,007,000,-137 dB,540s,3,401 677191.2 Hz,   0 m,,,,dlp,05-12-2010
394304,078500,DS,11-05-2009 22:14:41,11-05-2009 22:14:41,1,,,32.610000,-117.089000,,,,,,,,401677191,0.000,,,,dlp,05-12-2010
394640,078500,GPS,11-05-2009 22:20:00,11-05-2009 22:20:00,,0.5,,32.613948,-117.098608,,,,,,,,,,,,,,05-12-2010
393282,078500,DIAG,11-06-2009 2:36:22,11-06-2009 2:36:22,1,,58,32.616000,-117.125000,25.790000,-147.714000,004,000,-128 dB,641s,4,401 677232.6 Hz,   0 m,,,,dlp,05-12-2010
394305,078500,DS,11-06-2009 2:36:22,11-06-2009 2:36:22,1,,,32.616000,-117.125000,,,,,,,,401677233,0.000,,,,dlp,05-12-2010
394641,078500,GPS,11-06-2009 2:45:26,11-06-2009 2:45:26,,0.3,,32.616354,-117.117705,,,,,,,,,,,,,,05-12-2010
393283,078500,DIAG,11-06-2009 3:28:16,11-06-2009 3:28:16,2,,66,32.609000,-117.111000,39.581000,-82.297000,006,000,-127 dB,593s,3,401 677231.8 Hz,   0 m,,,,dlp,05-12-2010
394306,078500,DS,11-06-2009 3:28:16,11-06-2009 3:28:16,2,,,32.609000,-117.111000,,,,,,,,401677232,0.000,,,,dlp,05-12-2010
394642,078500,GPS,11-06-2009 3:46:14,11-06-2009 3:46:14,,3,,32.613738,-117.113003,,,,,,,,,-22,,,,,05-12-2010
393284,078500,DIAG,11-06-2009 3:50:13,11-06-2009 3:50:13,3,,66,32.613000,-117.112000,38.784000,-86.257000,004,000,-123 dB,461s,3,401 677232.2 Hz,   0 m,,,,dlp,05-12-2010
394307,078500,DS,11-06-2009 3:50:13,11-06-2009 3:50:13,3,,,32.613000,-117.112000,,,,,,,,401677232,0.000,,,,dlp,05-12-2010
394643,078500,GPS,11-06-2009 4:47:12,11-06-2009 4:47:12,,0.3,,32.607978,-117.104992,,,,,,,,,,,,,,05-12-2010
393285,078500,DIAG,11-06-2009 5:28:48,11-06-2009 5:28:48,A,,08,32.612000,-117.114000,29.142000,-134.010000,003,001,-117 dB,417s,3,401 677232.4 Hz,   0 m,,,,dlp,05-12-2010
394308,078500,DS,11-06-2009 5:28:48,11-06-2009 5:28:48,A,,,32.612000,-117.114000,,,,,,,,401677232,0.000,,,,dlp,05-12-2010
394644,078500,GPS,11-06-2009 8:13:42,11-06-2009 8:13:42,,0.5,,32.612351,-117.111500,,,,,,,,,58,,,,,05-12-2010
394645,078500,GPS,11-06-2009 9:30:40,11-06-2009 9:30:40,,0.4,,32.612300,-117.112207,,,,,,,,,-24,,,,,05-12-2010
394646,078500,GPS,11-06-2009 10:53:35,11-06-2009 10:53:35,,0.1,,32.610149,-117.113455,,,,,,,,,-21,,,,,05-12-2010
394309,078500,DS,11-06-2009 12:03:56,11-06-2009 12:03:56,B,,,32.623000,-117.134000,,,,,,,,401677233,0.000,,,,dlp,05-12-2010
393286,078500,DIAG,11-06-2009 12:03:56,11-06-2009 12:03:56,B,,00,32.623000,-117.134000,27.374000,-91.393000,002,000,-127 dB,145s,2,401 677232.8 Hz,   0 m,,,,dlp,05-12-2010
394310,078500,DS,11-06-2009 13:17:56,11-06-2009 13:17:56,A,,,32.627000,-117.145000,,,,,,,,401677233,0.000,,,,dlp,05-12-2010
393287,078500,DIAG,11-06-2009 13:17:56,11-06-2009 13:17:56,A,,08,32.627000,-117.145000,26.433000,-89.748000,003,000,-125 dB,366s,2,401 677232.8 Hz,   0 m,,,,dlp,05-12-2010
394311,078500,DS,11-06-2009 13:39:46,11-06-2009 13:39:46,2,,,32.620000,-117.121000,,,,,,,,401677232,0.000,,,,dlp,05-12-2010
393288,078500,DIAG,11-06-2009 13:39:46,11-06-2009 13:39:46,2,,56,32.620000,-117.121000,37.189000,-139.228000,004,000,-124 dB,398s,3,401 677232.1 Hz,   0 m,,,,dlp,05-12-2010
394647,078500,GPS,11-06-2009 14:09:31,11-06-2009 14:09:31,,1.8,,32.620642,-117.121986,,,,,,,,,-99,,,,,05-12-2010
394312,078500,DS,11-06-2009 15:02:23,11-06-2009 15:02:23,B,,,32.621000,-117.125000,,,,,,,,401677232,0.000,,,,dlp,05-12-2010
393289,078500,DIAG,11-06-2009 15:02:23,11-06-2009 15:02:23,B,,00,32.621000,-117.125000,36.848000,-137.119000,002,000,-125 dB,403s,2,401 677232.1 Hz,   0 m,,,,dlp,05-12-2010
394648,078500,GPS,11-06-2009 17:38:39,11-06-2009 17:38:39,,0.7,,32.631596,-117.119649,,,,,,,,,65,,,,,05-12-2010
394313,078500,DS,11-06-2009 17:53:38,11-06-2009 17:53:38,B,,,32.630000,-117.116000,,,,,,,,401677232,0.000,,,,dlp,05-12-2010
393290,078500,DIAG,11-06-2009 17:53:38,11-06-2009 17:53:38,B,,00,32.630000,-117.116000,33.793000,-122.782000,002,000,-121 dB, 89s,2,401 677232.1 Hz,   0 m,,,,dlp,05-12-2010
394314,078500,DS,,11-06-2009 19:34:48,,,,,,,,,,,,,,,,,,dlp,05-12-2010
393291,078500,DIAG,11-06-2009 19:34:48,11-06-2009 19:34:48,Z,,00,,,,,001,000,-133 dB,???s,?,401 677232.1 Hz,   0 m,,,,dlp,05-12-2010
394315,078500,DS,,11-06-2009 20:19:40,,,,,,,,,,,,,,,,,,dlp,05-12-2010
393292,078500,DIAG,11-06-2009 20:19:40,11-06-2009 20:19:40,Z,,00,,,,,001,000,-136 dB,???s,?,401 677232.1 Hz,   0 m,,,,dlp,05-12-2010
394649,078500,GPS,11-06-2009 20:20:58,11-06-2009 20:20:58,,0.3,,32.635236,-117.119919,,,,,,,,,,,,,,05-12-2010
394650,078500,GPS,11-06-2009 21:46:38,11-06-2009 21:46:38,,,,,,,,,,,,,,,,,,,05-12-2010
394316,078500,DS,11-06-2009 21:51:32,11-06-2009 21:51:32,A,,,32.633000,-117.121000,,,,,,,,401677234,0.000,,,,dlp,05-12-2010
393293,078500,DIAG,11-06-2009 21:51:32,11-06-2009 21:51:32,A,,08,32.633000,-117.121000,28.037000,-135.804000,003,000,-126 dB,743s,3,401 677233.9 Hz,   0 m,,,,dlp,05-12-2010
394651,078500,GPS,11-06-2009 23:58:26,11-06-2009 23:58:26,,0.5,,32.635264,-117.120836,,,,,,,,,-71,,,,,05-12-2010
393294,078500,DIAG,11-07-2009 0:46:30,11-07-2009 0:46:30,Z,,00,,,,,001,000,-126 dB,???s,?,401 677233.9 Hz,   0 m,,,,dlp,05-12-2010
394317,078500,DS,,11-07-2009 0:46:30,,,,,,,,,,,,,,,,,,dlp,05-12-2010
393295,078500,DIAG,11-07-2009 3:08:29,11-07-2009 3:08:29,Z,,00,,,,,001,000,-134 dB,???s,?,401 677233.9 Hz,   0 m,,,,dlp,05-12-2010
394318,078500,DS,,11-07-2009 3:08:29,,,,,,,,,,,,,,,,,,dlp,05-12-2010
394652,078500,GPS,11-07-2009 3:09:47,11-07-2009 3:09:47,,11.4,,32.633098,-117.119913,,,,,,,,,58,,,,,05-12-2010
394319,078500,DS,11-07-2009 4:46:22,11-07-2009 4:46:22,B,,,32.620000,-117.173000,,,,,,,,401677230,0.000,,,,dlp,05-12-2010
393296,078500,DIAG,11-07-2009 4:46:22,11-07-2009 4:46:22,B,,00,32.620000,-117.173000,32.248000,-118.970000,002,000,-126 dB,104s,2,401 677230.4 Hz,   0 m,,,,dlp,05-12-2010
393297,078500,DIAG,11-07-2009 6:25:11,11-07-2009 6:25:11,1,,58,32.628000,-117.123000,22.159000,-166.858000,004,000,-132 dB,496s,4,401 677230.4 Hz,   0 m,,,,dlp,05-12-2010
394320,078500,DS,11-07-2009 6:25:11,11-07-2009 6:25:11,1,,,32.628000,-117.123000,,,,,,,,401677230,0.000,,,,dlp,05-12-2010
394321,078500,DS,,11-07-2009 6:51:33,,,,,,,,,,,,,,,,,,dlp,05-12-2010
393298,078500,DIAG,11-07-2009 6:52:23,11-07-2009 6:52:23,B,,00,32.623000,-117.120000,21.254000,-172.299000,002,000,-131 dB,101s,1,401 677230.4 Hz,   0 m,,,,dlp,05-12-2010
394653,078500,GPS,11-07-2009 8:02:23,11-07-2009 8:02:23,,0.3,,32.609482,-117.113498,,,,,,,,,-90,,,,,05-12-2010
