ID,ArgosID,Message_Type,TransmissionDateTime,EffectiveDate,LC,Residual,IQ,Lat1,Lon1,Lat2,Lon2,NbMes,NbMes120dB,BestLevel,PassDuration,NOPC,CalculFreq,Altitude,,Comment,EditDate,EditUser,RecordCreationDate
306788,037616,DIAG,05-25-2007 6:18:53,05-25-2007 6:18:53,Z,,00,,,,,001,000,-128 dB,?  s, ,401 650000.0 Hz,   0 m,,,,dlp,05-10-2010
303946,037616,DS,,05-25-2007 6:18:53,,,,,,,,,,,,,,,,,,dlp,05-10-2010
305071,037616,GPS,05-25-2007 6:38:29,05-25-2007 6:38:29,,32.2,,32.612449,-117.105431,,,,,,,,,-9,,,,,05-10-2010
305072,037616,GPS,05-25-2007 8:43:17,05-25-2007 8:43:17,,6.8,,32.612786,-117.104156,,,,,,,,,22,,,,,05-10-2010
306789,037616,DIAG,05-25-2007 9:09:24,05-25-2007 9:09:24,A,,08,32.643000,-117.225000,28.328000,-96.465000,003,000,-122 dB,107s, ,401 676722.8 Hz,   0 m,,,,dlp,05-10-2010
303947,037616,DS,05-25-2007 9:09:24,05-25-2007 9:09:24,A,,,32.643000,-117.225000,,,,,,,,401676737,0.000,,,,dlp,05-10-2010
305073,037616,GPS,05-25-2007 10:03:45,05-25-2007 10:03:45,,0.4,,32.612354,-117.106719,,,,,,,,,,,,,,05-10-2010
306790,037616,DIAG,05-25-2007 10:44:22,05-25-2007 10:44:22,1,,68,32.607000,-117.061000,38.515000,-144.906000,004,000,-126 dB,215s, ,401 676755.8 Hz,   0 m,,,,dlp,05-10-2010
303948,037616,DS,05-25-2007 10:44:22,05-25-2007 10:44:22,1,,,32.607000,-117.061000,,,,,,,,401676737,0.000,,,,dlp,05-10-2010
305074,037616,GPS,05-25-2007 11:18:36,05-25-2007 11:18:36,,13.2,,32.613094,-117.105012,,,,,,,,,-99,,,,,05-10-2010
303949,037616,DS,,05-25-2007 11:35:36,,,,,,,,,,,,,,,,,,dlp,05-10-2010
306791,037616,DIAG,05-25-2007 11:35:36,05-25-2007 11:35:36,Z,,00,,,,,001,000,-131 dB,?  s, ,401 650000.0 Hz,   0 m,,,,dlp,05-10-2010
306792,037616,DIAG,05-25-2007 12:19:07,05-25-2007 12:19:07,B,,00,32.654000,-116.954000,25.414000,-83.711000,002,000,-128 dB,055s, ,401 676736.8 Hz,   0 m,,,,dlp,05-10-2010
303950,037616,DS,05-25-2007 12:19:07,05-25-2007 12:19:07,B,,,32.654000,-116.954000,,,,,,,,401676737,0.000,,,,dlp,05-10-2010
305075,037616,GPS,05-25-2007 12:19:19,05-25-2007 12:19:19,,13.4,,32.612633,-117.105115,,,,,,,,,-92,,,,,05-10-2010
306793,037616,DIAG,05-25-2007 13:09:00,05-25-2007 13:09:00,Z,,00,,,,,001,000,-128 dB,?  s, ,401 650000.0 Hz,   0 m,,,,dlp,05-10-2010
303951,037616,DS,,05-25-2007 13:09:00,,,,,,,,,,,,,,,,,,dlp,05-10-2010
303952,037616,DS,,05-25-2007 14:00:46,,,,,,,,,,,,,,,,,,dlp,05-10-2010
306794,037616,DIAG,05-25-2007 14:00:46,05-25-2007 14:00:46,Z,,00,,,,,001,000,-122 dB,?  s, ,401 650000.0 Hz,   0 m,,,,dlp,05-10-2010
303953,037616,DS,,05-25-2007 18:46:22,,,,,,,,,,,,,,,,,,dlp,05-10-2010
306795,037616,DIAG,05-25-2007 18:46:22,05-25-2007 18:46:22,Z,,00,,,,,001,000,-125 dB,?  s, ,401 650000.0 Hz,   0 m,,,,dlp,05-10-2010
306796,037616,DIAG,05-25-2007 20:23:44,05-25-2007 20:23:44,Z,,00,,,,,001,000,-138 dB,?  s, ,401 650000.0 Hz,   0 m,,,,dlp,05-10-2010
303955,037616,DS,,05-25-2007 20:23:44,,,,,,,,,,,,,,,,,,dlp,05-10-2010
306797,037616,DIAG,05-25-2007 20:24:21,05-25-2007 20:24:21,B,,00,32.518000,-116.853000,35.553000,-101.110000,002,000,-128 dB,073s, ,401 676736.8 Hz,   0 m,,,,dlp,05-10-2010
303954,037616,DS,05-25-2007 20:24:21,05-25-2007 20:24:21,B,,,32.536000,-116.983000,,,,,,,,401676746,0.000,,,,dlp,05-10-2010
303956,037616,DS,05-25-2007 22:11:03,05-25-2007 22:11:03,A,,,32.602000,-117.104000,,,,,,,,401676746,0.000,,,,dlp,05-10-2010
306798,037616,DIAG,05-25-2007 22:11:03,05-25-2007 22:11:03,A,,00,32.602000,-117.104000,25.700000,-148.578000,003,000,-129 dB,301s, ,401 676745.8 Hz,   0 m,,,,dlp,05-10-2010
306799,037616,DIAG,05-25-2007 23:33:38,05-25-2007 23:33:38,Z,,00,,,,,001,000,-132 dB,?  s, ,401 650000.0 Hz,   0 m,,,,dlp,05-10-2010
303957,037616,DS,,05-25-2007 23:33:38,,,,,,,,,,,,,,,,,,dlp,05-10-2010
306800,037616,DIAG,05-26-2007 0:38:25,05-26-2007 0:38:25,B,,00,32.561000,-117.052000,23.703000,-152.145000,002,000,-131 dB,090s, ,401 676743.5 Hz,   0 m,,,,dlp,05-10-2010
303958,037616,DS,05-26-2007 0:38:25,05-26-2007 0:38:25,B,,,32.561000,-117.052000,,,,,,,,401676743,0.000,,,,dlp,05-10-2010
306801,037616,DIAG,05-26-2007 1:19:30,05-26-2007 1:19:30,1,,58,32.607000,-117.117000,29.463000,-132.592000,005,000,-124 dB,579s, ,401 676743.5 Hz,   0 m,,,,dlp,05-10-2010
303959,037616,DS,05-26-2007 1:19:30,05-26-2007 1:19:30,1,,,32.607000,-117.117000,,,,,,,,401676743,0.000,,,,dlp,05-10-2010
306802,037616,DIAG,05-26-2007 4:18:42,05-26-2007 4:18:42,B,,00,32.574000,-117.098000,39.901000,-80.005000,002,000,-128 dB,320s, ,401 676743.5 Hz,   0 m,,,,dlp,05-10-2010
303960,037616,DS,05-26-2007 4:18:42,05-26-2007 4:18:42,B,,,32.634000,-117.099000,,,,,,,,401676723,0.000,,,,dlp,05-10-2010
306803,037616,DIAG,05-26-2007 5:55:21,05-26-2007 5:55:21,A,,08,32.557000,-117.222000,30.455000,-127.698000,003,000,-128 dB,179s, ,401 676722.9 Hz,   0 m,,,,dlp,05-10-2010
303961,037616,DS,05-26-2007 5:55:21,05-26-2007 5:55:21,A,,,32.557000,-117.222000,,,,,,,,401676723,0.000,,,,dlp,05-10-2010
305076,037616,GPS,05-26-2007 6:27:17,05-26-2007 6:27:17,,8.2,,32.606316,-117.100410,,,,,,,,,,,,,,05-10-2010
305077,037616,GPS,05-26-2007 7:52:06,05-26-2007 7:52:06,,10.3,,32.611816,-117.105898,,,,,,,,,-56,,,,,05-10-2010
303962,037616,DS,05-26-2007 8:55:06,05-26-2007 8:55:06,A,,,32.623000,-117.101000,,,,,,,,401676723,0.000,,,,dlp,05-10-2010
306804,037616,DIAG,05-26-2007 8:55:06,05-26-2007 8:55:06,A,,08,32.623000,-117.101000,26.915000,-91.590000,003,000,-125 dB,469s, ,401 676723.4 Hz,   0 m,,,,dlp,05-10-2010
306805,037616,DIAG,05-26-2007 10:42:18,05-26-2007 10:42:18,Z,,00,,,,,001,000,-133 dB,?  s, ,401 650000.0 Hz,   0 m,,,,dlp,05-10-2010
303963,037616,DS,,05-26-2007 10:42:18,,,,,,,,,,,,,,,,,,dlp,05-10-2010
306806,037616,DIAG,05-26-2007 11:18:51,05-26-2007 11:18:51,B,,00,32.598000,-117.137000,27.378000,-92.914000,002,000,-124 dB,054s, ,401 676723.4 Hz,   0 m,,,,dlp,05-10-2010
303964,037616,DS,05-26-2007 11:18:51,05-26-2007 11:18:51,B,,,32.598000,-117.137000,,,,,,,,401676723,0.000,,,,dlp,05-10-2010
306807,037616,DIAG,05-26-2007 12:53:25,05-26-2007 12:53:25,Z,,00,,,,,001,000,-136 dB,?  s, ,401 650000.0 Hz,   0 m,,,,dlp,05-10-2010
303965,037616,DS,,05-26-2007 12:53:25,,,,,,,,,,,,,,,,,,dlp,05-10-2010
303966,037616,DS,,05-26-2007 16:35:01,,,,,,,,,,,,,,,,,,dlp,05-10-2010
306808,037616,DIAG,05-26-2007 16:35:01,05-26-2007 16:35:01,Z,,00,,,,,001,000,-136 dB,?  s, ,401 650000.0 Hz,   0 m,,,,dlp,05-10-2010
303967,037616,DS,,05-27-2007 0:26:45,,,,,,,,,,,,,,,,,,dlp,05-10-2010
306809,037616,DIAG,05-27-2007 0:26:45,05-27-2007 0:26:45,Z,,00,,,,,001,000,-134 dB,?  s, ,401 650000.0 Hz,   0 m,,,,dlp,05-10-2010
303968,037616,DS,,05-27-2007 0:49:38,,,,,,,,,,,,,,,,,,dlp,05-10-2010
306810,037616,DIAG,05-27-2007 0:55:27,05-27-2007 0:55:27,0,,56,32.612000,-117.105000,31.802000,-121.095000,005,000,-122 dB,698s, ,401 676746.0 Hz,   0 m,,,,dlp,05-10-2010
303969,037616,DS,,05-27-2007 5:29:21,,,,,,,,,,,,,,,,,,dlp,05-10-2010
306811,037616,DIAG,05-27-2007 5:30:58,05-27-2007 5:30:58,Z,,10,32.492000,-118.198000,32.857000,-116.122000,003,000,-126 dB,193s, ,401 676747.7 Hz,   0 m,,,,dlp,05-10-2010
305078,037616,GPS,05-27-2007 6:25:57,05-27-2007 6:25:57,,21.2,,32.612424,-117.104945,,,,,,,,,99,,,,,05-10-2010
303970,037616,DS,05-27-2007 7:16:20,05-27-2007 7:16:20,B,,,32.590000,-117.109000,,,,,,,,401676748,0.000,,,,dlp,05-10-2010
306812,037616,DIAG,05-27-2007 7:16:20,05-27-2007 7:16:20,B,,00,32.590000,-117.109000,22.867000,-164.777000,002,000,-129 dB,178s, ,401 676747.7 Hz,   0 m,,,,dlp,05-10-2010
305079,037616,GPS,05-27-2007 7:58:41,05-27-2007 7:58:41,,10.2,,32.611698,-117.105945,,,,,,,,,-99,,,,,05-10-2010
303971,037616,DS,,05-27-2007 8:48:45,,,,,,,,,,,,,,,,,,dlp,05-10-2010
306813,037616,DIAG,05-27-2007 8:48:45,05-27-2007 8:48:45,Z,,00,,,,,001,000,-126 dB,?  s, ,401 650000.0 Hz,   0 m,,,,dlp,05-10-2010
305080,037616,GPS,05-27-2007 9:05:33,05-27-2007 9:05:33,,25.4,,32.613341,-117.103929,,,,,,,,,-32,,,,,05-10-2010
303972,037616,DS,05-27-2007 10:29:38,05-27-2007 10:29:38,B,,,32.615000,-117.154000,,,,,,,,401676748,0.000,,,,dlp,05-10-2010
306814,037616,DIAG,05-27-2007 10:29:38,05-27-2007 10:29:38,B,,00,32.615000,-117.158000,36.083000,-134.456000,002,000,-126 dB,144s, ,401 676747.7 Hz,   0 m,,,,dlp,05-10-2010
306815,037616,DIAG,05-27-2007 11:09:49,05-27-2007 11:09:49,B,,00,32.626000,-117.097000,26.210000,-87.214000,002,000,-127 dB,053s, ,401 676747.7 Hz,   0 m,,,,dlp,05-10-2010
303973,037616,DS,05-27-2007 11:09:49,05-27-2007 11:09:49,B,,,32.626000,-117.097000,,,,,,,,401676748,0.000,,,,dlp,05-10-2010
306816,037616,DIAG,05-27-2007 13:16:35,05-27-2007 13:16:35,Z,,00,,,,,001,000,-122 dB,?  s, ,401 650000.0 Hz,   0 m,,,,dlp,05-10-2010
303974,037616,DS,,05-27-2007 13:16:35,,,,,,,,,,,,,,,,,,dlp,05-10-2010
306817,037616,DIAG,05-27-2007 22:32:10,05-27-2007 22:32:10,B,,00,32.621000,-117.043000,37.923000,-92.646000,002,000,-129 dB,309s, ,401 676747.7 Hz,   0 m,,,,dlp,05-10-2010
303975,037616,DS,05-27-2007 22:32:10,05-27-2007 22:32:10,B,,,32.621000,-117.042000,,,,,,,,401676748,0.000,,,,dlp,05-10-2010
306818,037616,DIAG,05-27-2007 22:49:54,05-27-2007 22:49:54,B,,00,32.576000,-117.093000,43.246000,-61.540000,002,000,-136 dB,134s, ,401 676747.7 Hz,   0 m,,,,dlp,05-10-2010
303976,037616,DS,05-27-2007 22:49:54,05-27-2007 22:49:54,B,,,32.576000,-117.093000,,,,,,,,401676748,0.000,,,,dlp,05-10-2010
303977,037616,DS,05-28-2007 5:18:02,05-28-2007 5:18:02,B,,,32.823000,-116.961000,,,,,,,,401676748,0.000,,,,dlp,05-10-2010
306819,037616,DIAG,05-28-2007 5:18:02,05-28-2007 5:18:02,B,,00,32.823000,-116.961000,35.685000,-107.593000,002,000,-125 dB,044s, ,401 676747.7 Hz,   0 m,,,,dlp,05-10-2010
305081,037616,GPS,05-28-2007 6:46:38,05-28-2007 6:46:38,,1.3,,32.611871,-117.104644,,,,,,,,,,,,,,05-10-2010
303978,037616,DS,05-28-2007 6:53:20,05-28-2007 6:53:20,B,,,32.582000,-117.096000,,,,,,,,401676748,0.000,,,,dlp,05-10-2010
306820,037616,DIAG,05-28-2007 6:53:20,05-28-2007 6:53:20,B,,00,32.582000,-117.096000,25.082000,-153.708000,002,000,-129 dB,168s, ,401 676747.7 Hz,   0 m,,,,dlp,05-10-2010
303979,037616,DS,05-28-2007 8:30:47,05-28-2007 8:30:47,B,,,32.611000,-117.128000,,,,,,,,401676739,0.000,,,,dlp,05-10-2010
306821,037616,DIAG,05-28-2007 8:30:47,05-28-2007 8:30:47,B,,00,32.609000,-117.185000,24.143000,-80.663000,002,000,-129 dB,062s, ,401 676747.7 Hz,   0 m,,,,dlp,05-10-2010
306822,037616,DIAG,05-28-2007 10:13:19,05-28-2007 10:13:19,A,,00,32.606000,-117.137000,35.403000,-129.930000,003,000,-125 dB,454s, ,401 676739.3 Hz,   0 m,,,,dlp,05-10-2010
303980,037616,DS,05-28-2007 10:13:19,05-28-2007 10:13:19,A,,,32.606000,-117.137000,,,,,,,,401676739,0.000,,,,dlp,05-10-2010
303981,037616,DS,,05-28-2007 10:53:15,,,,,,,,,,,,,,,,,,dlp,05-10-2010
306823,037616,DIAG,05-28-2007 10:53:15,05-28-2007 10:53:15,Z,,00,,,,,001,000,-127 dB,?  s, ,401 650000.0 Hz,   0 m,,,,dlp,05-10-2010
306824,037616,DIAG,05-28-2007 12:28:58,05-28-2007 12:28:58,Z,,00,,,,,001,000,-138 dB,?  s, ,401 650000.0 Hz,   0 m,,,,dlp,05-10-2010
303982,037616,DS,,05-28-2007 12:28:58,,,,,,,,,,,,,,,,,,dlp,05-10-2010
306825,037616,DIAG,05-28-2007 12:52:49,05-28-2007 12:52:49,A,,08,32.612000,-117.112000,28.771000,-98.059000,003,000,-123 dB,135s, ,401 676745.4 Hz,   0 m,,,,dlp,05-10-2010
303983,037616,DS,05-28-2007 12:52:49,05-28-2007 12:52:49,A,,,32.612000,-117.112000,,,,,,,,401676739,0.000,,,,dlp,05-10-2010
306826,037616,DIAG,05-28-2007 14:17:19,05-28-2007 14:17:19,B,,00,32.558000,-117.079000,44.816000,-178.065000,002,000,-136 dB,048s, ,401 676739.3 Hz,   0 m,,,,dlp,05-10-2010
303984,037616,DS,05-28-2007 14:17:19,05-28-2007 14:17:19,B,,,32.558000,-117.079000,,,,,,,,401676739,0.000,,,,dlp,05-10-2010
306827,037616,DIAG,05-28-2007 17:37:59,05-28-2007 17:37:59,Z,,00,,,,,001,000,-128 dB,?  s, ,401 650000.0 Hz,   0 m,,,,dlp,05-10-2010
303985,037616,DS,,05-28-2007 17:37:59,,,,,,,,,,,,,,,,,,dlp,05-10-2010
303986,037616,DS,05-28-2007 19:18:24,05-28-2007 19:18:24,A,,,32.594000,-116.952000,,,,,,,,401676739,0.000,,,,dlp,05-10-2010
306828,037616,DIAG,05-28-2007 19:18:24,05-28-2007 19:18:24,A,,08,32.594000,-116.952000,37.481000,-142.040000,003,000,-129 dB,192s, ,401 676735.3 Hz,   0 m,,,,dlp,05-10-2010
303987,037616,DS,05-28-2007 21:40:24,05-28-2007 21:40:24,B,,,32.650000,-117.054000,,,,,,,,401676739,0.000,,,,dlp,05-10-2010
306829,037616,DIAG,05-28-2007 21:40:24,05-28-2007 21:40:24,B,,00,32.650000,-117.054000,29.090000,-134.503000,002,000,-128 dB,379s, ,401 676739.3 Hz,   0 m,,,,dlp,05-10-2010
303988,037616,DS,,05-28-2007 22:21:45,,,,,,,,,,,,,,,,,,dlp,05-10-2010
306830,037616,DIAG,05-28-2007 22:21:45,05-28-2007 22:21:45,Z,,00,,,,,001,000,-131 dB,?  s, ,401 650000.0 Hz,   0 m,,,,dlp,05-10-2010
303989,037616,DS,,05-29-2007 1:41:59,,,,,,,,,,,,,,,,,,dlp,05-10-2010
306831,037616,DIAG,05-29-2007 1:41:59,05-29-2007 1:41:59,Z,,00,,,,,001,000,-134 dB,?  s, ,401 650000.0 Hz,   0 m,,,,dlp,05-10-2010
306832,037616,DIAG,05-29-2007 6:25:38,05-29-2007 6:25:38,B,,00,32.578000,-117.206000,27.401000,-142.680000,002,000,-127 dB,292s, ,401 676739.3 Hz,   0 m,,,,dlp,05-10-2010
303990,037616,DS,05-29-2007 6:25:38,05-29-2007 6:25:38,B,,,32.578000,-117.206000,,,,,,,,401676739,0.000,,,,dlp,05-10-2010
306833,037616,DIAG,05-29-2007 11:44:10,05-29-2007 11:44:10,B,,00,32.627000,-117.197000,43.744000,-172.902000,002,000,-134 dB,046s, ,401 676739.3 Hz,   0 m,,,,dlp,05-10-2010
303991,037616,DS,05-29-2007 11:44:10,05-29-2007 11:44:10,B,,,32.627000,-117.197000,,,,,,,,401676739,0.000,,,,dlp,05-10-2010
306834,037616,DIAG,05-29-2007 12:24:04,05-29-2007 12:24:04,1,,50,32.613000,-117.098000,26.167000,-86.898000,005,000,-125 dB,358s, ,401 676757.1 Hz,   0 m,,,,dlp,05-10-2010
303993,037616,DS,05-29-2007 12:24:04,05-29-2007 12:24:04,1,,,32.613000,-117.098000,,,,,,,,401676739,0.000,,,,dlp,05-10-2010
306835,037616,DIAG,05-29-2007 12:25:22,05-29-2007 12:25:22,2,,50,32.611000,-117.099000,34.056000,-123.853000,006,000,-122 dB,513s, ,401 676757.9 Hz,   0 m,,,,dlp,05-10-2010
303992,037616,DS,05-29-2007 12:25:22,05-29-2007 12:25:22,2,,,32.611000,-117.099000,,,,,,,,401676758,0.000,,,,dlp,05-10-2010
303995,037616,DS,,05-29-2007 14:03:49,,,,,,,,,,,,,,,,,,dlp,05-10-2010
303994,037616,DS,,05-29-2007 14:03:49,,,,,,,,,,,,,,,,,,dlp,05-10-2010
306836,037616,DIAG,05-29-2007 14:03:49,05-29-2007 14:03:49,Z,,00,,,,,001,000,-129 dB,?  s, ,401 650000.0 Hz,   0 m,,,,dlp,05-10-2010
306837,037616,DIAG,05-29-2007 14:03:49,05-29-2007 14:03:49,Z,,00,,,,,001,000,-133 dB,?  s, ,401 650000.0 Hz,   0 m,,,,dlp,05-10-2010
306838,037616,DIAG,05-29-2007 17:05:58,05-29-2007 17:05:58,B,,00,32.620000,-117.093000,24.655000,-82.225000,002,000,-130 dB,075s, ,401 676757.9 Hz,   0 m,,,,dlp,05-10-2010
303996,037616,DS,05-29-2007 17:05:58,05-29-2007 17:05:58,B,,,32.620000,-117.093000,,,,,,,,401676758,0.000,,,,dlp,05-10-2010
303997,037616,DS,05-29-2007 18:48:55,05-29-2007 18:48:55,B,,,32.618000,-117.124000,,,,,,,,401676758,0.000,,,,dlp,05-10-2010
306839,037616,DIAG,05-29-2007 18:48:55,05-29-2007 18:48:55,B,,00,32.618000,-117.124000,35.428000,-130.878000,002,000,-126 dB,045s, ,401 676757.9 Hz,   0 m,,,,dlp,05-10-2010
303998,037616,DS,,05-29-2007 19:48:20,,,,,,,,,,,,,,,,,,dlp,05-10-2010
306840,037616,DIAG,05-29-2007 19:48:20,05-29-2007 19:48:20,Z,,00,,,,,001,000,-129 dB,?  s, ,401 650000.0 Hz,   0 m,,,,dlp,05-10-2010
303999,037616,DS,05-29-2007 21:26:57,05-29-2007 21:26:57,B,,,32.612000,-117.137000,,,,,,,,401676750,0.000,,,,dlp,05-10-2010
306841,037616,DIAG,05-29-2007 21:26:57,05-29-2007 21:26:57,B,,00,32.608000,-117.116000,30.128000,-128.927000,002,000,-122 dB,128s, ,401 676757.9 Hz,   0 m,,,,dlp,05-10-2010
306842,037616,DIAG,05-29-2007 22:08:23,05-29-2007 22:08:23,0,,58,32.620000,-117.107000,40.608000,-80.249000,004,000,-129 dB,343s, ,401 676752.5 Hz,   0 m,,,,dlp,05-10-2010
304000,037616,DS,05-29-2007 22:08:23,05-29-2007 22:08:23,0,,,32.620000,-117.107000,,,,,,,,401676750,0.000,,,,dlp,05-10-2010
306843,037616,DIAG,05-29-2007 23:44:35,05-29-2007 23:44:35,1,,58,32.609000,-117.111000,38.742000,-86.967000,005,000,-128 dB,354s, ,401 676750.5 Hz,   0 m,,,,dlp,05-10-2010
304002,037616,DS,05-29-2007 23:44:35,05-29-2007 23:44:35,1,,,32.609000,-117.111000,,,,,,,,401676750,0.000,,,,dlp,05-10-2010
306844,037616,DIAG,05-29-2007 23:46:50,05-29-2007 23:46:50,1,,56,32.613000,-117.108000,30.146000,-128.401000,006,000,-124 dB,624s, ,401 676748.9 Hz,   0 m,,,,dlp,05-10-2010
304001,037616,DS,05-29-2007 23:46:50,05-29-2007 23:46:50,1,,,32.613000,-117.108000,,,,,,,,401676750,0.000,,,,dlp,05-10-2010
