ID,ArgosID,Message_Type,TransmissionDateTime,EffectiveDate,LC,Residual,IQ,Lat1,Lon1,Lat2,Lon2,NbMes,NbMes120dB,BestLevel,PassDuration,NOPC,CalculFreq,Altitude,,Comment,EditDate,EditUser,RecordCreationDate
304038,037623,DS,05-24-2007 06:45:14,05-24-2007 6:45:14,0,,,32.605000,-117.103000,,,,,,,,401676840,0.000,,,,dlp,05-10-2010
306880,037623,DIAG,05-24-2007 06:45:14,05-24-2007 6:45:14,0,,50,32.605000,-117.103000,25.743000,-149.925000,005,000,-124 dB,375s, ,401 676839.6 Hz,   0 m,,,,dlp,05-10-2010
304039,037623,DS,05-24-2007 09:19:49,05-24-2007 9:19:49,1,,,32.614000,-117.104000,,,,,,,,401676840,0.000,,,,dlp,05-10-2010
306881,037623,DIAG,05-24-2007 09:19:49,05-24-2007 9:19:49,1,,58,32.614000,-117.104000,29.374000,-101.527000,005,000,-125 dB,319s, ,401 676851.1 Hz,   0 m,,,,dlp,05-10-2010
304040,037623,DS,05-24-2007 10:56:39,05-24-2007 10:56:39,B,,,32.554000,-117.152000,,,,,,,,401676840,0.000,,,,dlp,05-10-2010
306882,037623,DIAG,05-24-2007 10:56:39,05-24-2007 10:56:39,B,,00,32.554000,-117.152000,38.938000,-149.252000,002,000,-128 dB,499s, ,401 676839.6 Hz,   0 m,,,,dlp,05-10-2010
304041,037623,DS,05-24-2007 11:45:17,05-24-2007 11:45:17,B,,,32.668000,-117.251000,,,,,,,,401676840,0.000,,,,dlp,05-10-2010
306883,037623,DIAG,05-24-2007 11:45:17,05-24-2007 11:45:17,B,,00,32.668000,-117.251000,29.864000,-103.845000,002,000,-129 dB,045s, ,401 676839.6 Hz,   0 m,,,,dlp,05-10-2010
304042,037623,DS,05-24-2007 12:47:34,05-24-2007 12:47:34,A,,,32.606000,-117.117000,,,,,,,,401676858,0.000,,,,dlp,05-10-2010
306884,037623,DIAG,05-24-2007 12:47:34,05-24-2007 12:47:34,A,,08,32.606000,-117.117000,28.289000,-95.480000,003,000,-125 dB,515s, ,401 676858.4 Hz,   0 m,,,,dlp,05-10-2010
