ID,Source,ArgosID,Message_Type,TransmissionDateTime,EffectiveDate,LC,Residual,IQ,Lat1,Lat1Places,Lon1,Lon1Places,Lat2,Lat2Places,Lon2,Lon2Places,NbMes,NbMes120dB,BestLevel,PassDuration,NOPC,CalculFreq,Altitude,Data,Comment,EditDate,EditUser,RecordCreationDate
204317,,126067,DS,,,,,,,,,,,,,,,,,,,,,,,,,
204305,,126067,DS,,,,,,,,,,,,,,,,,,,,,,,,,
204309,,126067,DS,,,,,,,,,,,,,,,,,,,,,,,,,
204303,,126067,DS,,,,,,,,,,,,,,,,,,,,,,,,,
204311,,126067,DS,,,,,,,,,,,,,,,,,,,,,,,,,
204301,,126067,DS,,,,,,,,,,,,,,,,,,,,,,,,,
204313,,126067,DS,,,,,,,,,,,,,,,,,,,,,,,,,
204315,,126067,DS,,,,,,,,,,,,,,,,,,,,,,,,,
204307,,126067,DS,,,,,,,,,,,,,,,,,,,,,,,,,
204297,,126067,DS,,,,,,,,,,,,,,,,,,,,,,,,,
204299,,126067,DS,,,,,,,,,,,,,,,,,,,,,,,,,
204319,,126067,DS,,,,,,,,,,,,,,,,,,,,,,,,,
204295,,126067,DS,,,,,,,,,,,,,,,,,,,,,,,,,
204321,,126067,DS,,,,,,,,,,,,,,,,,,,,,,,,,
204323,,126067,DS,,,,,,,,,,,,,,,,,,,,,,,,,
204293,,126067,DS,,,,,,,,,,,,,,,,,,,,,,,,,
204325,,126067,DS,,,,,,,,,,,,,,,,,,,,,,,,,
204327,,126067,DS,,,,,,,,,,,,,,,,,,,,,,,,,
204294,,126067,DIAG,06-11-2014 11:34:15,,Z,,,,,,,,,,,,,,,,,,,,,,
204296,,126067,DIAG,06-11-2014 14:05:28,,Z,,,,,,,,,,,,,,,,,,,,,,
204298,,126067,DIAG,06-11-2014 20:22:38,,Z,,,,,,,,,,,,,,,,,,,,,,
204300,,126067,DIAG,06-12-2014 3:36:18,,Z,,,,,,,,,,,,,,,,,,,,,,
204302,,126067,DIAG,06-12-2014 21:37:40,,Z,,,,,,,,,,,,,,,,,,,,,,
204304,,126067,DIAG,06-13-2014 4:34:42,,Z,,,,,,,,,,,,,,,,,,,,,,
204306,,126067,DIAG,06-13-2014 17:23:06,,Z,,,,,,,,,,,,,,,,,,,,,,
204308,,126067,DIAG,06-13-2014 22:51:47,,Z,,,,,,,,,,,,,,,,,,,,,,
204310,,126067,DIAG,06-14-2014 11:15:44,,Z,,,,,,,,,,,,,,,,,,,,,,
204312,,126067,DIAG,06-14-2014 13:27:37,,Z,,,,,,,,,,,,,,,,,,,,,,
204314,,126067,DIAG,06-14-2014 17:02:13,,Z,,,,,,,,,,,,,,,,,,,,,,
203424,,126067,GPS,06-15-2014 1:16:15,,,0.2,,32.616218,,-117.106964,,,,,,,,,,,,,,,,,
204316,,126067,DIAG,06-16-2014 3:24:01,,Z,,,,,,,,,,,,,,,,,,,,,,
204318,,126067,DIAG,06-16-2014 15:48:36,,Z,,,,,,,,,,,,,,,,,,,,,,
204320,,126067,DIAG,06-16-2014 17:35:46,,Z,,,,,,,,,,,,,,,,,,,,,,
204322,,126067,DIAG,06-16-2014 19:23:16,,Z,,,,,,,,,,,,,,,,,,,,,,
204324,,126067,DIAG,06-17-2014 11:09:30,,Z,,,,,,,,,,,,,,,,,,,,,,
204326,,126067,DIAG,06-17-2014 11:49:54,,Z,,,,,,,,,,,,,,,,,,,,,,
