ID,Source,ArgosID,Message_Type,TransmissionDateTime,EffectiveDate,LC,Residual,IQ,Lat1,Lat1Places,Lon1,Lon1Places,Lat2,Lat2Places,Lon2,Lon2Places,NbMes,NbMes120dB,BestLevel,PassDuration,NOPC,CalculFreq,Altitude,Data,Comment,EditDate,EditUser,RecordCreationDate
199841,,126064,DS,,,,,,,,,,,,,,,,,,,,,,,,,
199839,,126064,DS,,,,,,,,,,,,,,,,,,,,,,,,,
199843,,126064,DS,,,,,,,,,,,,,,,,,,,,,,,,,
197799,,126064,GPS,06-10-2014 21:42:00,,,0.3,,32.613456,,-117.098426,,,,,,,,,,,,,,,,,
197800,,126064,DIAG,06-10-2014 22:11:51,,2,,,32.612000,,-117.101000,,32.612000,,-117.101000,,,,,,,,,,,,,
198360,,126064,DS,06-10-2014 22:11:51,,2,,,32.612000,,-117.101000,,,,,,,,,,,,,,,,,
197801,,126064,DIAG,06-10-2014 23:05:19,,B,,,32.614000,,-117.100000,,32.614000,,-117.100000,,,,,,,,,,,,,
198361,,126064,DS,06-10-2014 23:05:19,,B,,,32.614000,,-117.100000,,,,,,,,,,,,,,,,,
197802,,126064,DIAG,06-11-2014 2:45:15,,3,,,32.619000,,-117.122000,,32.619000,,-117.122000,,,,,,,,,,,,,
198362,,126064,DS,06-11-2014 2:45:15,,3,,,32.619000,,-117.122000,,,,,,,,,,,,,,,,,
197803,,126064,DIAG,06-11-2014 3:46:07,,A,,,32.620000,,-117.127000,,32.620000,,-117.127000,,,,,,,,,,,,,
198363,,126064,DS,06-11-2014 3:46:07,,A,,,32.620000,,-117.127000,,,,,,,,,,,,,,,,,
197804,,126064,DIAG,06-11-2014 4:28:17,,B,,,32.621000,,-117.129000,,32.621000,,-117.129000,,,,,,,,,,,,,
198364,,126064,DS,06-11-2014 4:28:17,,B,,,32.621000,,-117.129000,,,,,,,,,,,,,,,,,
197805,,126064,GPS,06-11-2014 9:03:45,,,5.1,,32.612285,,-117.120040,,,,,,,,,,,,,,,,,
197806,,126064,GPS,06-11-2014 17:32:54,,,15.1,,32.609718,,-117.120506,,,,,,,,,,,,,,,,,
198365,,126064,DS,06-11-2014 20:23:53,,B,,,32.618000,,-117.128000,,,,,,,,,,,,,,,,,
197807,,126064,DIAG,06-11-2014 20:23:53,,B,,,32.618000,,-117.128000,,32.618000,,-117.128000,,,,,,,,,,,,,
198366,,126064,DS,06-11-2014 21:51:38,,B,,,32.603000,,-117.137000,,,,,,,,,,,,,,,,,
197808,,126064,DIAG,06-11-2014 21:51:38,,B,,,32.603000,,-117.137000,,32.603000,,-117.137000,,,,,,,,,,,,,
198367,,126064,DS,06-11-2014 23:31:13,,B,,,32.599000,,-117.133000,,,,,,,,,,,,,,,,,
197809,,126064,DIAG,06-11-2014 23:31:13,,B,,,32.599000,,-117.133000,,32.599000,,-117.133000,,,,,,,,,,,,,
197810,,126064,GPS,06-12-2014 0:35:59,,,0.1,,32.610729,,-117.115463,,,,,,,,,,,,,,,,,
198368,,126064,DS,06-12-2014 3:40:04,,B,,,32.605000,,-117.129000,,,,,,,,,,,,,,,,,
197811,,126064,DIAG,06-12-2014 3:40:04,,B,,,32.605000,,-117.129000,,32.605000,,-117.129000,,,,,,,,,,,,,
198369,,126064,DS,06-12-2014 4:09:31,,B,,,32.602000,,-117.130000,,,,,,,,,,,,,,,,,
197812,,126064,DIAG,06-12-2014 4:09:31,,B,,,32.602000,,-117.130000,,32.602000,,-117.130000,,,,,,,,,,,,,
198370,,126064,DS,06-12-2014 5:04:06,,B,,,32.601000,,-117.130000,,,,,,,,,,,,,,,,,
197813,,126064,DIAG,06-12-2014 5:04:06,,B,,,32.601000,,-117.130000,,32.601000,,-117.130000,,,,,,,,,,,,,
199836,,126064,GPS,06-12-2014 8:21:31,,,,,,,,,,,,,,,,,,,,,,,,
197814,,126064,DIAG,06-12-2014 10:13:37,,B,,,32.612000,,-117.127000,,32.612000,,-117.127000,,,,,,,,,,,,,
198371,,126064,DS,06-12-2014 10:13:37,,B,,,32.612000,,-117.127000,,,,,,,,,,,,,,,,,
197815,,126064,DIAG,06-12-2014 13:50:44,,B,,,32.607000,,-117.140000,,32.607000,,-117.140000,,,,,,,,,,,,,
198372,,126064,DS,06-12-2014 13:50:44,,B,,,32.607000,,-117.140000,,,,,,,,,,,,,,,,,
198373,,126064,DS,06-12-2014 16:39:33,,B,,,32.612000,,-117.136000,,,,,,,,,,,,,,,,,
197816,,126064,DIAG,06-12-2014 16:39:33,,B,,,32.612000,,-117.136000,,32.612000,,-117.136000,,,,,,,,,,,,,
197817,,126064,GPS,06-12-2014 19:02:44,,,10.1,,32.608894,,-117.121261,,,,,,,,,,,,,,,,,
198374,,126064,DS,06-12-2014 19:53:21,,B,,,32.608000,,-117.124000,,,,,,,,,,,,,,,,,
197818,,126064,DIAG,06-12-2014 19:53:21,,B,,,32.608000,,-117.124000,,32.608000,,-117.124000,,,,,,,,,,,,,
198375,,126064,DS,06-12-2014 22:21:35,,B,,,32.605000,,-117.119000,,,,,,,,,,,,,,,,,
197819,,126064,DIAG,06-12-2014 22:21:35,,B,,,32.605000,,-117.119000,,32.605000,,-117.119000,,,,,,,,,,,,,
198376,,126064,DS,06-12-2014 23:15:05,,A,,,32.604000,,-117.145000,,,,,,,,,,,,,,,,,
197820,,126064,DIAG,06-12-2014 23:15:05,,A,,,32.604000,,-117.145000,,32.604000,,-117.145000,,,,,,,,,,,,,
197821,,126064,GPS,06-13-2014 1:06:29,,,5,,32.608173,,-117.115791,,,,,,,,,,,,,,,,,
198377,,126064,DS,06-13-2014 2:22:08,,B,,,32.608000,,-117.168000,,,,,,,,,,,,,,,,,
197822,,126064,DIAG,06-13-2014 2:22:08,,B,,,32.608000,,-117.168000,,32.608000,,-117.168000,,,,,,,,,,,,,
198378,,126064,DS,06-13-2014 4:02:18,,B,,,32.610000,,-117.157000,,,,,,,,,,,,,,,,,
197823,,126064,DIAG,06-13-2014 4:02:18,,B,,,32.610000,,-117.157000,,32.610000,,-117.157000,,,,,,,,,,,,,
197824,,126064,DIAG,06-13-2014 4:59:43,,B,,,32.596000,,-117.127000,,32.596000,,-117.127000,,,,,,,,,,,,,
198379,,126064,DS,06-13-2014 4:59:43,,B,,,32.596000,,-117.127000,,,,,,,,,,,,,,,,,
198380,,126064,DS,06-13-2014 6:07:37,,0,,,32.625000,,-117.140000,,,,,,,,,,,,,,,,,
197825,,126064,DIAG,06-13-2014 6:07:37,,0,,,32.625000,,-117.140000,,32.625000,,-117.140000,,,,,,,,,,,,,
198381,,126064,DS,06-13-2014 6:43:20,,B,,,32.628000,,-117.139000,,,,,,,,,,,,,,,,,
197826,,126064,DIAG,06-13-2014 6:43:20,,B,,,32.628000,,-117.139000,,32.628000,,-117.139000,,,,,,,,,,,,,
197827,,126064,GPS,06-13-2014 13:50:45,,,9.9,,32.626392,,-117.117263,,,,,,,,,,,,,,,,,
198382,,126064,DS,06-13-2014 14:48:17,,B,,,32.644000,,-117.124000,,,,,,,,,,,,,,,,,
197828,,126064,DIAG,06-13-2014 14:48:17,,B,,,32.644000,,-117.124000,,32.644000,,-117.124000,,,,,,,,,,,,,
197829,,126064,DIAG,06-13-2014 15:23:37,,B,,,32.635000,,-117.128000,,32.635000,,-117.128000,,,,,,,,,,,,,
198383,,126064,DS,06-13-2014 15:23:37,,B,,,32.635000,,-117.128000,,,,,,,,,,,,,,,,,
197830,,126064,DIAG,06-13-2014 15:52:34,,B,,,32.634000,,-117.128000,,32.634000,,-117.128000,,,,,,,,,,,,,
198384,,126064,DS,06-13-2014 15:52:34,,B,,,32.634000,,-117.128000,,,,,,,,,,,,,,,,,
198385,,126064,DS,06-13-2014 16:33:40,,B,,,32.634000,,-117.123000,,,,,,,,,,,,,,,,,
197831,,126064,DIAG,06-13-2014 16:33:40,,B,,,32.634000,,-117.123000,,32.634000,,-117.123000,,,,,,,,,,,,,
197832,,126064,DIAG,06-13-2014 17:43:53,,B,,,32.625000,,-117.129000,,32.625000,,-117.129000,,,,,,,,,,,,,
198386,,126064,DS,06-13-2014 17:43:53,,B,,,32.625000,,-117.129000,,,,,,,,,,,,,,,,,
197833,,126064,GPS,06-13-2014 20:17:48,,,6.8,,32.605117,,-117.114532,,,,,,,,,,,,,,,,,
197834,,126064,DIAG,06-13-2014 21:09:07,,B,,,32.613000,,-117.132000,,32.613000,,-117.132000,,,,,,,,,,,,,
198387,,126064,DS,06-13-2014 21:09:07,,B,,,32.613000,,-117.132000,,,,,,,,,,,,,,,,,
198388,,126064,DS,06-13-2014 22:09:20,,A,,,32.616000,,-117.104000,,,,,,,,,,,,,,,,,
197835,,126064,DIAG,06-13-2014 22:09:20,,A,,,32.616000,,-117.104000,,32.616000,,-117.104000,,,,,,,,,,,,,
198389,,126064,DS,06-13-2014 22:46:39,,B,,,32.604000,,-117.086000,,,,,,,,,,,,,,,,,
197836,,126064,DIAG,06-13-2014 22:46:39,,B,,,32.604000,,-117.086000,,32.604000,,-117.086000,,,,,,,,,,,,,
198390,,126064,DS,06-14-2014 2:09:57,,2,,,32.608000,,-117.115000,,,,,,,,,,,,,,,,,
197837,,126064,DIAG,06-14-2014 2:09:57,,2,,,32.608000,,-117.115000,,32.608000,,-117.115000,,,,,,,,,,,,,
198391,,126064,DS,06-14-2014 3:47:50,,2,,,32.619000,,-117.122000,,,,,,,,,,,,,,,,,
197838,,126064,DIAG,06-14-2014 3:47:50,,2,,,32.619000,,-117.122000,,32.619000,,-117.122000,,,,,,,,,,,,,
197839,,126064,DIAG,06-14-2014 4:59:29,,B,,,32.621000,,-117.113000,,32.621000,,-117.113000,,,,,,,,,,,,,
198392,,126064,DS,06-14-2014 4:59:29,,B,,,32.621000,,-117.113000,,,,,,,,,,,,,,,,,
198394,,126064,DS,06-14-2014 6:30:27,,B,,,32.622000,,-117.107000,,,,,,,,,,,,,,,,,
198395,,126064,DS,06-14-2014 6:30:27,,B,,,32.621000,,-117.111000,,,,,,,,,,,,,,,,,
197840,,126064,DIAG,06-14-2014 6:30:27,,B,,,32.622000,,-117.107000,,32.622000,,-117.107000,,,,,,,,,,,,,
