ID,Source,ArgosID,Message_Type,TransmissionDateTime,EffectiveDate,LC,Residual,IQ,Lat1,Lat1Places,Lon1,Lon1Places,Lat2,Lat2Places,Lon2,Lon2Places,NbMes,NbMes120dB,BestLevel,PassDuration,NOPC,CalculFreq,Altitude,Data,Comment,EditDate,EditUser,RecordCreationDate
213468,,126071,DS,07-23-2014 17:18:00,,2,,,32.618000,,-117.093000,,,,,,,,,,,,,,,,,
213881,,126071,DIAG,07-23-2014 17:18:00,,2,,,32.618000,,-117.093000,,32.618000,,-117.093000,,,,,,,,,,,,,
213469,,126071,DIAG,07-23-2014 17:51:32,,B,,,32.617000,,-117.092000,,32.617000,,-117.092000,,,,,,,,,,,,,
213883,,126071,DS,07-23-2014 17:51:32,,B,,,32.617000,,-117.092000,,,,,,,,,,,,,,,,,
213470,,126071,DIAG,07-23-2014 20:01:03,,2,,,32.615000,,-117.100000,,32.615000,,-117.100000,,,,,,,,,,,,,
213884,,126071,DS,07-23-2014 20:01:03,,2,,,32.615000,,-117.100000,,,,,,,,,,,,,,,,,
213471,,126071,DIAG,07-23-2014 20:46:35,,B,,,32.615000,,-117.100000,,32.615000,,-117.100000,,,,,,,,,,,,,
213885,,126071,DS,07-23-2014 20:46:35,,B,,,32.615000,,-117.100000,,,,,,,,,,,,,,,,,
213472,,126071,DIAG,07-23-2014 21:37:38,,3,,,32.617000,,-117.100000,,32.617000,,-117.100000,,,,,,,,,,,,,
213886,,126071,DS,07-23-2014 21:37:38,,3,,,32.617000,,-117.100000,,,,,,,,,,,,,,,,,
213473,,126071,GPS,07-23-2014 22:05:51,,,0.1,,32.615547,,-117.100379,,,,,,,,,,,,,,,,,
213474,,126071,DIAG,07-23-2014 22:21:09,,A,,,32.617000,,-117.100000,,32.617000,,-117.100000,,,,,,,,,,,,,
213887,,126071,DS,07-23-2014 22:21:09,,A,,,32.617000,,-117.100000,,,,,,,,,,,,,,,,,
213475,,126071,DIAG,07-23-2014 23:15:38,,B,,,32.617000,,-117.100000,,32.617000,,-117.100000,,,,,,,,,,,,,
213888,,126071,DS,07-23-2014 23:15:38,,B,,,32.617000,,-117.100000,,,,,,,,,,,,,,,,,
213476,,126071,DIAG,07-24-2014 1:28:23,,B,,,32.616000,,-117.099000,,32.616000,,-117.099000,,,,,,,,,,,,,
213889,,126071,DS,07-24-2014 1:28:23,,B,,,32.616000,,-117.099000,,,,,,,,,,,,,,,,,
213477,,126071,DIAG,07-24-2014 3:13:06,,B,,,32.610000,,-117.107000,,32.610000,,-117.107000,,,,,,,,,,,,,
213890,,126071,DS,07-24-2014 3:13:06,,B,,,32.610000,,-117.107000,,,,,,,,,,,,,,,,,
213478,,126071,DIAG,07-24-2014 4:02:45,,A,,,32.622000,,-117.115000,,32.622000,,-117.115000,,,,,,,,,,,,,
213891,,126071,DS,07-24-2014 4:02:45,,A,,,32.622000,,-117.115000,,,,,,,,,,,,,,,,,
213479,,126071,GPS,07-24-2014 4:11:24,,,5.1,,32.618022,,-117.117591,,,,,,,,,,,,,,,,,
213480,,126071,DIAG,07-24-2014 4:23:39,,A,,,32.624000,,-117.116000,,32.624000,,-117.116000,,,,,,,,,,,,,
213892,,126071,DS,07-24-2014 4:23:39,,A,,,32.624000,,-117.116000,,,,,,,,,,,,,,,,,
213481,,126071,DIAG,07-24-2014 4:51:31,,A,,,32.623000,,-117.117000,,32.623000,,-117.117000,,,,,,,,,,,,,
213893,,126071,DS,07-24-2014 4:51:31,,A,,,32.623000,,-117.117000,,,,,,,,,,,,,,,,,
213482,,126071,DIAG,07-24-2014 5:36:43,,B,,,32.624000,,-117.120000,,32.624000,,-117.120000,,,,,,,,,,,,,
213894,,126071,DS,07-24-2014 5:36:43,,B,,,32.624000,,-117.120000,,,,,,,,,,,,,,,,,
213483,,126071,DS,07-24-2014 5:38:08,,2,,,32.619000,,-117.121000,,,,,,,,,,,,,,,,,
213860,,126071,DIAG,07-24-2014 5:38:08,,2,,,32.619000,,-117.121000,,32.619000,,-117.121000,,,,,,,,,,,,,
213484,,126071,DIAG,07-24-2014 6:06:21,,B,,,32.620000,,-117.123000,,32.620000,,-117.123000,,,,,,,,,,,,,
213895,,126071,DS,07-24-2014 6:06:21,,B,,,32.620000,,-117.123000,,,,,,,,,,,,,,,,,
213896,,126071,DS,07-24-2014 9:08:27,,B,,,32.614000,,-117.123000,,,,,,,,,,,,,,,,,
213485,,126071,DIAG,07-24-2014 9:08:27,,B,,,32.614000,,-117.123000,,32.614000,,-117.123000,,,,,,,,,,,,,
213486,,126071,GPS,07-24-2014 10:24:39,,,12.6,,32.614292,,-117.097976,,,,,,,,,,,,,,,,,
213487,,126071,DIAG,07-24-2014 10:42:56,,B,,,32.634000,,-117.100000,,32.634000,,-117.100000,,,,,,,,,,,,,
213897,,126071,DS,07-24-2014 10:42:56,,B,,,32.634000,,-117.100000,,,,,,,,,,,,,,,,,
213488,,126071,DIAG,07-24-2014 12:22:20,,B,,,32.641000,,-117.098000,,32.641000,,-117.098000,,,,,,,,,,,,,
213898,,126071,DS,07-24-2014 12:22:20,,B,,,32.641000,,-117.098000,,,,,,,,,,,,,,,,,
213489,,126071,DIAG,07-24-2014 16:20:02,,B,,,32.635000,,-117.105000,,32.635000,,-117.105000,,,,,,,,,,,,,
213899,,126071,DS,07-24-2014 16:20:02,,B,,,32.635000,,-117.105000,,,,,,,,,,,,,,,,,
213490,,126071,DIAG,07-24-2014 17:05:12,,B,,,32.626000,,-117.093000,,32.626000,,-117.093000,,,,,,,,,,,,,
213900,,126071,DS,07-24-2014 17:05:12,,B,,,32.626000,,-117.093000,,,,,,,,,,,,,,,,,
213491,,126071,GPS,07-24-2014 17:40:06,,,0.2,,32.612285,,-117.097953,,,,,,,,,,,,,,,,,
213492,,126071,DIAG,07-24-2014 18:57:43,,B,,,32.606000,,-117.090000,,32.606000,,-117.090000,,,,,,,,,,,,,
213901,,126071,DS,07-24-2014 18:57:43,,B,,,32.606000,,-117.090000,,,,,,,,,,,,,,,,,
213493,,126071,DIAG,07-24-2014 19:31:53,,2,,,32.613000,,-117.090000,,32.613000,,-117.090000,,,,,,,,,,,,,
213902,,126071,DS,07-24-2014 19:31:53,,2,,,32.613000,,-117.090000,,,,,,,,,,,,,,,,,
213494,,126071,DIAG,07-24-2014 20:26:53,,B,,,32.616000,,-117.089000,,32.616000,,-117.089000,,,,,,,,,,,,,
213903,,126071,DS,07-24-2014 20:26:53,,B,,,32.616000,,-117.089000,,,,,,,,,,,,,,,,,
213495,,126071,DIAG,07-24-2014 21:08:33,,B,,,32.620000,,-117.084000,,32.620000,,-117.084000,,,,,,,,,,,,,
213904,,126071,DS,07-24-2014 21:08:33,,B,,,32.620000,,-117.084000,,,,,,,,,,,,,,,,,
213496,,126071,DIAG,07-24-2014 21:17:59,,A,,,32.618000,,-117.096000,,32.618000,,-117.096000,,,,,,,,,,,,,
213905,,126071,DS,07-24-2014 21:17:59,,A,,,32.618000,,-117.096000,,,,,,,,,,,,,,,,,
213497,,126071,DIAG,07-24-2014 22:00:45,,1,,,32.614000,,-117.093000,,32.614000,,-117.093000,,,,,,,,,,,,,
213906,,126071,DS,07-24-2014 22:00:45,,1,,,32.614000,,-117.093000,,,,,,,,,,,,,,,,,
213498,,126071,DIAG,07-24-2014 22:52:37,,B,,,32.627000,,-117.097000,,32.627000,,-117.097000,,,,,,,,,,,,,
213907,,126071,DS,07-24-2014 22:52:37,,B,,,32.627000,,-117.097000,,,,,,,,,,,,,,,,,
213499,,126071,DIAG,07-24-2014 23:42:10,,2,,,32.617000,,-117.107000,,32.617000,,-117.107000,,,,,,,,,,,,,
213908,,126071,DS,07-24-2014 23:42:10,,2,,,32.617000,,-117.107000,,,,,,,,,,,,,,,,,
213500,,126071,GPS,07-24-2014 23:56:17,,,5.1,,32.615161,,-117.099777,,,,,,,,,,,,,,,,,
213501,,126071,DIAG,07-25-2014 1:21:38,,B,,,32.617000,,-117.112000,,32.617000,,-117.112000,,,,,,,,,,,,,
213909,,126071,DS,07-25-2014 1:21:38,,B,,,32.617000,,-117.112000,,,,,,,,,,,,,,,,,
213502,,126071,DIAG,07-25-2014 2:58:53,,0,,,32.617000,,-117.089000,,32.617000,,-117.089000,,,,,,,,,,,,,
213910,,126071,DS,07-25-2014 2:58:53,,0,,,32.617000,,-117.089000,,,,,,,,,,,,,,,,,
213911,,126071,DS,07-25-2014 3:50:21,,B,,,32.625000,,-117.124000,,,,,,,,,,,,,,,,,
213503,,126071,DIAG,07-25-2014 3:50:21,,B,,,32.625000,,-117.124000,,32.625000,,-117.124000,,,,,,,,,,,,,
213912,,126071,DS,07-25-2014 4:39:17,,B,,,32.627000,,-117.133000,,,,,,,,,,,,,,,,,
213504,,126071,DIAG,07-25-2014 4:39:17,,B,,,32.627000,,-117.133000,,32.627000,,-117.133000,,,,,,,,,,,,,
213505,,126071,DIAG,07-25-2014 5:09:23,,B,,,32.627000,,-117.136000,,32.627000,,-117.136000,,,,,,,,,,,,,
213913,,126071,DS,07-25-2014 5:09:23,,B,,,32.627000,,-117.136000,,,,,,,,,,,,,,,,,
213914,,126071,DS,07-25-2014 5:26:21,,0,,,32.631000,,-117.124000,,,,,,,,,,,,,,,,,
213506,,126071,DIAG,07-25-2014 5:26:21,,0,,,32.631000,,-117.124000,,32.631000,,-117.124000,,,,,,,,,,,,,
213915,,126071,DS,07-25-2014 5:41:34,,B,,,32.631000,,-117.118000,,,,,,,,,,,,,,,,,
213507,,126071,DIAG,07-25-2014 5:41:34,,B,,,32.631000,,-117.118000,,32.631000,,-117.118000,,,,,,,,,,,,,
213508,,126071,GPS,07-25-2014 6:00:29,,,6.8,,32.629745,,-117.121574,,,,,,,,,,,,,,,,,
213509,,126071,DIAG,07-25-2014 6:43:08,,3,,,32.633000,,-117.116000,,32.633000,,-117.116000,,,,,,,,,,,,,
213916,,126071,DS,07-25-2014 6:43:08,,3,,,32.633000,,-117.116000,,,,,,,,,,,,,,,,,
213917,,126071,DS,07-25-2014 7:11:01,,B,,,32.633000,,-117.116000,,,,,,,,,,,,,,,,,
213510,,126071,DIAG,07-25-2014 7:11:01,,B,,,32.633000,,-117.116000,,32.633000,,-117.116000,,,,,,,,,,,,,
213511,,126071,DIAG,07-25-2014 8:21:54,,B,,,32.638000,,-117.129000,,32.638000,,-117.129000,,,,,,,,,,,,,
213918,,126071,DS,07-25-2014 8:21:54,,B,,,32.638000,,-117.129000,,,,,,,,,,,,,,,,,
213919,,126071,DS,07-25-2014 10:21:09,,B,,,32.628000,,-117.137000,,,,,,,,,,,,,,,,,
213512,,126071,DIAG,07-25-2014 10:21:09,,B,,,32.628000,,-117.137000,,32.628000,,-117.137000,,,,,,,,,,,,,
213920,,126071,DS,07-25-2014 11:17:41,,B,,,32.635000,,-117.125000,,,,,,,,,,,,,,,,,
213513,,126071,DIAG,07-25-2014 11:17:41,,B,,,32.635000,,-117.125000,,32.635000,,-117.125000,,,,,,,,,,,,,
213514,,126071,GPS,07-25-2014 12:12:42,,,8.5,,32.648265,,-117.123535,,,,,,,,,,,,,,,,,
213921,,126071,DS,07-25-2014 12:43:07,,B,,,32.644000,,-117.123000,,,,,,,,,,,,,,,,,
213515,,126071,DIAG,07-25-2014 12:43:07,,B,,,32.644000,,-117.123000,,32.644000,,-117.123000,,,,,,,,,,,,,
213922,,126071,DS,07-25-2014 15:16:48,,B,,,32.651000,,-117.126000,,,,,,,,,,,,,,,,,
