ID,Source,ArgosID,Message_Type,TransmissionDateTime,EffectiveDate,LC,Residual,IQ,Lat1,Lat1Places,Lon1,Lon1Places,Lat2,Lat2Places,Lon2,Lon2Places,NbMes,NbMes120dB,BestLevel,PassDuration,NOPC,CalculFreq,Altitude,Data,Comment,EditDate,EditUser,RecordCreationDate
209473,,126069,DS,,,,,,,,,,,,,,,,,,,,,,,,,
209471,,126069,DS,,,,,,,,,,,,,,,,,,,,,,,,,
209475,,126069,DS,,,,,,,,,,,,,,,,,,,,,,,,,
207159,,126069,DIAG,05-13-2014 21:10:39,,B,,,32.602000,,-117.107000,,32.602000,,-117.107000,,,,,,,,,,,,,
207010,,126069,DS,05-13-2014 21:10:39,,B,,,32.602000,,-117.106000,,,,,,,,,,,,,,,,,
209470,,126069,DIAG,05-13-2014 21:10:40,,Z,,,,,,,,,,,,,,,,,,,,,,
207011,,126069,GPS,05-13-2014 21:20:48,,,11.9,,32.616355,,-117.103660,,,,,,,,,,,,,,,,,
207160,,126069,DIAG,05-13-2014 21:51:04,,0,,,32.590000,,-117.203000,,32.832000,,-116.130000,,,,,,,,,,,,,
207012,,126069,DS,05-13-2014 21:51:04,,0,,,32.590000,,-117.203000,,,,,,,,,,,,,,,,,
207013,,126069,DS,05-13-2014 22:48:26,,A,,,32.607000,,-117.121000,,,,,,,,,,,,,,,,,
207161,,126069,DIAG,05-13-2014 22:48:26,,A,,,32.607000,,-117.121000,,32.607000,,-117.121000,,,,,,,,,,,,,
207014,,126069,DS,05-13-2014 22:49:24,,B,,,32.598000,,-117.193000,,,,,,,,,,,,,,,,,
207162,,126069,DIAG,05-13-2014 22:49:24,,B,,,32.598000,,-117.193000,,32.775000,,-116.211000,,,,,,,,,,,,,
205969,,126069,DS,05-13-2014 23:30:04,,B,,,32.613000,,-117.101000,,,,,,,,,,,,,,,,,
207163,,126069,DIAG,05-13-2014 23:30:04,,B,,,32.613000,,-117.101000,,32.613000,,-117.101000,,,,,,,,,,,,,
205970,,126069,DIAG,05-14-2014 1:09:41,,A,,,32.622000,,-117.115000,,32.622000,,-117.115000,,,,,,,,,,,,,
207169,,126069,DS,05-14-2014 1:09:41,,A,,,32.622000,,-117.115000,,,,,,,,,,,,,,,,,
205971,,126069,DIAG,05-14-2014 2:44:46,,A,,,32.641000,,-117.123000,,32.641000,,-117.123000,,,,,,,,,,,,,
207170,,126069,DS,05-14-2014 2:44:46,,A,,,32.641000,,-117.123000,,,,,,,,,,,,,,,,,
205972,,126069,GPS,05-14-2014 3:34:26,,,11.5,,32.633483,,-117.120010,,,,,,,,,,,,,,,,,
207171,,126069,DS,05-14-2014 4:03:58,,B,,,32.645000,,-117.109000,,,,,,,,,,,,,,,,,
205973,,126069,DIAG,05-14-2014 4:03:58,,B,,,32.645000,,-117.109000,,32.645000,,-117.109000,,,,,,,,,,,,,
205974,,126069,DIAG,05-14-2014 5:13:15,,B,,,32.643000,,-117.118000,,32.643000,,-117.118000,,,,,,,,,,,,,
207172,,126069,DS,05-14-2014 5:13:15,,B,,,32.643000,,-117.118000,,,,,,,,,,,,,,,,,
205975,,126069,DIAG,05-14-2014 5:38:30,,B,,,32.631000,,-117.123000,,32.631000,,-117.123000,,,,,,,,,,,,,
207173,,126069,DS,05-14-2014 5:38:30,,B,,,32.631000,,-117.123000,,,,,,,,,,,,,,,,,
205976,,126069,DIAG,05-14-2014 6:07:11,,3,,,32.630000,,-117.118000,,32.630000,,-117.118000,,,,,,,,,,,,,
207174,,126069,DS,05-14-2014 6:07:11,,3,,,32.630000,,-117.118000,,,,,,,,,,,,,,,,,
205977,,126069,DIAG,05-14-2014 6:48:08,,B,,,32.631000,,-117.109000,,32.631000,,-117.109000,,,,,,,,,,,,,
207175,,126069,DS,05-14-2014 6:48:08,,B,,,32.631000,,-117.109000,,,,,,,,,,,,,,,,,
205978,,126069,DIAG,05-14-2014 7:21:00,,B,,,32.630000,,-117.106000,,32.630000,,-117.106000,,,,,,,,,,,,,
207176,,126069,DS,05-14-2014 7:21:00,,B,,,32.630000,,-117.106000,,,,,,,,,,,,,,,,,
205979,,126069,DIAG,05-14-2014 7:45:40,,2,,,32.627000,,-117.119000,,32.627000,,-117.119000,,,,,,,,,,,,,
207177,,126069,DS,05-14-2014 7:45:40,,2,,,32.627000,,-117.119000,,,,,,,,,,,,,,,,,
205980,,126069,DIAG,05-14-2014 9:36:09,,B,,,32.629000,,-117.104000,,32.629000,,-117.104000,,,,,,,,,,,,,
207178,,126069,DS,05-14-2014 9:36:09,,B,,,32.629000,,-117.104000,,,,,,,,,,,,,,,,,
205981,,126069,GPS,05-14-2014 10:07:23,,,0.6,,32.633338,,-117.119407,,,,,,,,,,,,,,,,,
205982,,126069,DS,05-14-2014 10:11:37,,A,,,32.623000,,-117.137000,,,,,,,,,,,,,,,,,
207015,,126069,DIAG,05-14-2014 10:11:37,,A,,,32.623000,,-117.137000,,32.623000,,-117.137000,,,,,,,,,,,,,
205983,,126069,DIAG,05-14-2014 11:54:47,,A,,,32.629000,,-117.126000,,32.629000,,-117.126000,,,,,,,,,,,,,
207179,,126069,DS,05-14-2014 11:54:47,,A,,,32.629000,,-117.126000,,,,,,,,,,,,,,,,,
207180,,126069,DS,05-14-2014 12:29:31,,B,,,32.630000,,-117.128000,,,,,,,,,,,,,,,,,
205984,,126069,DIAG,05-14-2014 12:29:31,,B,,,32.630000,,-117.128000,,32.630000,,-117.128000,,,,,,,,,,,,,
205985,,126069,DIAG,05-14-2014 14:10:51,,B,,,32.627000,,-117.131000,,32.627000,,-117.131000,,,,,,,,,,,,,
207181,,126069,DS,05-14-2014 14:10:51,,B,,,32.627000,,-117.131000,,,,,,,,,,,,,,,,,
207182,,126069,DS,05-14-2014 15:59:43,,B,,,32.627000,,-117.133000,,,,,,,,,,,,,,,,,
205986,,126069,DIAG,05-14-2014 15:59:43,,B,,,32.627000,,-117.133000,,32.627000,,-117.133000,,,,,,,,,,,,,
205987,,126069,GPS,05-14-2014 16:16:22,,,6.2,,32.641681,,-117.116973,,,,,,,,,,,,,,,,,
205988,,126069,DIAG,05-14-2014 16:32:27,,3,,,32.636000,,-117.124000,,32.636000,,-117.124000,,,,,,,,,,,,,
207183,,126069,DS,05-14-2014 16:32:27,,3,,,32.636000,,-117.124000,,,,,,,,,,,,,,,,,
205989,,126069,DIAG,05-14-2014 17:08:10,,A,,,32.633000,,-117.119000,,32.633000,,-117.119000,,,,,,,,,,,,,
207184,,126069,DS,05-14-2014 17:08:10,,A,,,32.633000,,-117.119000,,,,,,,,,,,,,,,,,
207185,,126069,DS,05-14-2014 18:14:43,,B,,,32.626000,,-117.111000,,,,,,,,,,,,,,,,,
205990,,126069,DIAG,05-14-2014 18:14:43,,B,,,32.626000,,-117.111000,,32.626000,,-117.111000,,,,,,,,,,,,,
207186,,126069,DS,05-14-2014 19:53:55,,B,,,32.624000,,-117.108000,,,,,,,,,,,,,,,,,
205991,,126069,DIAG,05-14-2014 19:53:55,,B,,,32.624000,,-117.108000,,32.624000,,-117.108000,,,,,,,,,,,,,
207016,,126069,DIAG,05-14-2014 20:01:01,,3,,,32.613000,,-117.097000,,32.613000,,-117.097000,,,,,,,,,,,,,
205992,,126069,DS,05-14-2014 20:01:01,,3,,,32.613000,,-117.097000,,,,,,,,,,,,,,,,,
207187,,126069,DS,05-14-2014 20:50:41,,B,,,32.613000,,-117.093000,,,,,,,,,,,,,,,,,
205993,,126069,DIAG,05-14-2014 20:50:41,,B,,,32.613000,,-117.093000,,32.613000,,-117.093000,,,,,,,,,,,,,
207188,,126069,DS,05-14-2014 21:26:47,,2,,,32.610000,,-117.105000,,,,,,,,,,,,,,,,,
205994,,126069,DIAG,05-14-2014 21:26:47,,2,,,32.610000,,-117.105000,,32.610000,,-117.105000,,,,,,,,,,,,,
205995,,126069,GPS,05-14-2014 22:16:05,,,8.1,,32.613639,,-117.097999,,,,,,,,,,,,,,,,,
207189,,126069,DS,05-14-2014 22:25:59,,B,,,32.615000,,-117.101000,,,,,,,,,,,,,,,,,
