ID,Source,ArgosID,Message_Type,TransmissionDateTime,EffectiveDate,LC,Residual,IQ,Lat1,Lat1Places,Lon1,Lon1Places,Lat2,Lat2Places,Lon2,Lon2Places,NbMes,NbMes120dB,BestLevel,PassDuration,NOPC,CalculFreq,Altitude,Data,Comment,EditDate,EditUser,RecordCreationDate
203421,,126066,DS,,,,,,,,,,,,,,,,,,,,,,,,,
203419,,126066,DS,,,,,,,,,,,,,,,,,,,,,,,,,
203418,,126066,DS,,,,,,,,,,,,,,,,,,,,,,,,,
202762,,126066,GPS,06-12-2013 11:28:00,,,0.5,,32.628612,,-117.113868,,,,,,,,,,,,,,,,,
202763,,126066,DIAG,06-12-2013 12:44:28,,A,,,32.635000,,-117.119000,,32.635000,,-117.119000,,,,,,,,,,,,,
203133,,126066,DS,06-12-2013 12:44:28,,A,,,32.635000,,-117.119000,,,,,,,,,,,,,,,,,
202764,,126066,DIAG,06-12-2013 13:03:52,,1,,,32.647000,,-117.124000,,38.234000,,-89.558000,,,,,,,,,,,,,
203134,,126066,DS,06-12-2013 14:21:32,,B,,,32.628000,,-117.110000,,,,,,,,,,,,,,,,,
202765,,126066,DIAG,06-12-2013 14:21:32,,B,,,32.628000,,-117.110000,,32.628000,,-117.110000,,,,,,,,,,,,,
202766,,126066,DIAG,06-12-2013 14:43:15,,B,,,32.629000,,-117.106000,,32.629000,,-117.106000,,,,,,,,,,,,,
203135,,126066,DS,06-12-2013 14:43:15,,B,,,32.629000,,-117.106000,,,,,,,,,,,,,,,,,
202767,,126066,DIAG,06-12-2013 16:01:53,,B,,,32.625000,,-117.155000,,32.625000,,-117.155000,,,,,,,,,,,,,
203136,,126066,DS,06-12-2013 16:01:53,,B,,,32.625000,,-117.155000,,,,,,,,,,,,,,,,,
202768,,126066,DIAG,06-12-2013 17:06:31,,B,,,32.634000,,-117.092000,,32.634000,,-117.092000,,,,,,,,,,,,,
203137,,126066,DS,06-12-2013 17:06:31,,B,,,32.634000,,-117.092000,,,,,,,,,,,,,,,,,
202769,,126066,GPS,06-12-2013 17:31:17,,,5.5,,32.629646,,-117.118904,,,,,,,,,,,,,,,,,
202770,,126066,DIAG,06-12-2013 18:38:19,,B,,,32.638000,,-117.083000,,32.638000,,-117.083000,,,,,,,,,,,,,
203138,,126066,DS,06-12-2013 18:38:19,,B,,,32.638000,,-117.083000,,,,,,,,,,,,,,,,,
203139,,126066,DS,06-12-2013 19:18:02,,B,,,32.638000,,-117.076000,,,,,,,,,,,,,,,,,
202771,,126066,DIAG,06-12-2013 19:18:02,,B,,,32.638000,,-117.076000,,32.638000,,-117.076000,,,,,,,,,,,,,
202772,,126066,DIAG,06-12-2013 21:04:11,,B,,,32.635000,,-117.087000,,32.635000,,-117.087000,,,,,,,,,,,,,
203140,,126066,DS,06-12-2013 21:04:11,,B,,,32.635000,,-117.087000,,,,,,,,,,,,,,,,,
202773,,126066,GPS,06-12-2013 23:49:50,,,15.3,,32.629653,,-117.118957,,,,,,,,,,,,,,,,,
202774,,126066,DIAG,06-13-2013 1:34:51,,B,,,32.650000,,-117.068000,,32.650000,,-117.068000,,,,,,,,,,,,,
203141,,126066,DS,06-13-2013 1:34:51,,B,,,32.650000,,-117.068000,,,,,,,,,,,,,,,,,
203142,,126066,DS,06-13-2013 5:25:35,,B,,,32.654000,,-117.053000,,,,,,,,,,,,,,,,,
202775,,126066,DIAG,06-13-2013 5:25:35,,B,,,32.654000,,-117.053000,,32.654000,,-117.053000,,,,,,,,,,,,,
202776,,126066,GPS,06-13-2013 7:34:23,,,14.8,,32.631324,,-117.118995,,,,,,,,,,,,,,,,,
202777,,126066,DIAG,06-13-2013 10:37:59,,B,,,32.632000,,-117.055000,,32.632000,,-117.055000,,,,,,,,,,,,,
203143,,126066,DS,06-13-2013 10:37:59,,B,,,32.632000,,-117.055000,,,,,,,,,,,,,,,,,
202778,,126066,DS,06-13-2013 10:47:38,,B,,,32.634000,,-117.099000,,,,,,,,,,,,,,,,,
203095,,126066,DIAG,06-13-2013 10:47:38,,B,,,32.634000,,-117.099000,,32.634000,,-117.099000,,,,,,,,,,,,,
202779,,126066,DIAG,06-13-2013 11:33:29,,B,,,32.634000,,-117.084000,,32.634000,,-117.084000,,,,,,,,,,,,,
203144,,126066,DS,06-13-2013 11:33:29,,B,,,32.634000,,-117.084000,,,,,,,,,,,,,,,,,
202780,,126066,DIAG,06-13-2013 14:34:19,,B,,,32.635000,,-117.083000,,32.635000,,-117.083000,,,,,,,,,,,,,
203145,,126066,DS,06-13-2013 14:34:19,,B,,,32.635000,,-117.083000,,,,,,,,,,,,,,,,,
202781,,126066,GPS,06-13-2013 15:59:34,,,11.7,,32.630889,,-117.119392,,,,,,,,,,,,,,,,,
202782,,126066,GPS,06-13-2013 23:47:31,,,14.1,,32.629032,,-117.118125,,,,,,,,,,,,,,,,,
202783,,126066,DIAG,06-14-2013 3:04:00,,B,,,32.630000,,-117.057000,,32.630000,,-117.057000,,,,,,,,,,,,,
203146,,126066,DS,06-14-2013 3:04:00,,B,,,32.630000,,-117.057000,,,,,,,,,,,,,,,,,
202784,,126066,GPS,06-14-2013 6:34:31,,,20.2,,32.632751,,-117.119537,,,,,,,,,,,,,,,,,
202785,,126066,DIAG,06-14-2013 10:29:14,,B,,,32.628000,,-117.055000,,32.628000,,-117.055000,,,,,,,,,,,,,
203147,,126066,DS,06-14-2013 10:29:14,,B,,,32.628000,,-117.055000,,,,,,,,,,,,,,,,,
202786,,126066,DIAG,06-14-2013 10:31:36,,B,,,32.628000,,-117.055000,,32.628000,,-117.055000,,,,,,,,,,,,,
203148,,126066,DS,06-14-2013 10:31:36,,B,,,32.628000,,-117.055000,,,,,,,,,,,,,,,,,
202787,,126066,DIAG,06-14-2013 12:07:37,,A,,,32.615000,,-117.144000,,32.615000,,-117.144000,,,,,,,,,,,,,
203149,,126066,DS,06-14-2013 12:07:37,,A,,,32.615000,,-117.144000,,,,,,,,,,,,,,,,,
202788,,126066,DIAG,06-14-2013 12:44:57,,A,,,32.633000,,-117.116000,,32.633000,,-117.116000,,,,,,,,,,,,,
203150,,126066,DS,06-14-2013 12:44:57,,A,,,32.633000,,-117.116000,,,,,,,,,,,,,,,,,
202789,,126066,GPS,06-14-2013 18:13:36,,,2.2,,32.628154,,-117.121093,,,,,,,,,,,,,,,,,
202790,,126066,DS,06-14-2013 18:25:11,,B,,,32.666000,,-117.104000,,,,,,,,,,,,,,,,,
203096,,126066,DIAG,06-14-2013 18:25:11,,B,,,32.666000,,-117.104000,,32.666000,,-117.104000,,,,,,,,,,,,,
202791,,126066,GPS,06-15-2013 4:08:11,,,9,,32.626457,,-117.120758,,,,,,,,,,,,,,,,,
202792,,126066,DS,06-15-2013 4:08:30,,B,,,32.631000,,-117.118000,,,,,,,,,,,,,,,,,
203097,,126066,DIAG,06-15-2013 4:08:30,,B,,,32.631000,,-117.118000,,32.631000,,-117.118000,,,,,,,,,,,,,
202793,,126066,DIAG,06-15-2013 5:30:34,,B,,,32.630000,,-117.114000,,32.630000,,-117.114000,,,,,,,,,,,,,
203151,,126066,DS,06-15-2013 5:30:34,,B,,,32.630000,,-117.114000,,,,,,,,,,,,,,,,,
202794,,126066,DIAG,06-15-2013 7:48:27,,B,,,32.632000,,-117.123000,,32.632000,,-117.123000,,,,,,,,,,,,,
203152,,126066,DS,06-15-2013 7:48:27,,B,,,32.632000,,-117.123000,,,,,,,,,,,,,,,,,
203153,,126066,DS,06-15-2013 10:03:25,,B,,,32.627000,,-117.124000,,,,,,,,,,,,,,,,,
202795,,126066,DIAG,06-15-2013 10:03:25,,B,,,32.627000,,-117.125000,,32.627000,,-117.125000,,,,,,,,,,,,,
